Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperature (),Set Value (),u (),u_sum (),de ()
19432,1673973402972,32.72,33.0,0.64,346.972,0.0
19433,1673973403139,32.72,33.0,0.64,347.02,0.0
19434,1673973403304,32.72,33.0,0.64,347.066,0.0
19435,1673973403470,32.73,33.0,0.641,347.112,0.0
19436,1673973403637,32.72,33.0,0.633,347.156,0.0
19437,1673973403802,32.73,33.0,0.641,347.203,0.0
19438,1673973403968,32.73,33.0,0.633,347.248,0.0
19439,1673973404135,32.73,33.0,0.633,347.293,0.0
19440,1673973404300,32.73,33.0,0.633,347.337,0.0
19441,1673973404467,32.74,33.0,0.633,347.381,0.0
19442,1673973404633,32.73,33.0,0.625,347.425,0.0
19443,1673973404798,32.75,33.0,0.597,347.47,-0.02
19444,1673973404965,32.77,33.0,0.617,347.512,0.0
19445,1673973405130,32.76,33.0,0.601,347.55,0.0
19446,1673973405296,32.78,33.0,0.609,347.589,0.0
19447,1673973405463,32.76,33.0,0.593,347.625,0.0
19448,1673973405628,32.78,33.0,0.573,347.666,-0.02
19449,1673973405794,32.77,33.0,0.593,347.702,0.0
19450,1673973405960,32.78,33.0,0.601,347.74,0.0
19451,1673973406126,32.78,33.0,0.593,347.776,0.0
19452,1673973406293,32.78,33.0,0.593,347.813,0.0
19453,1673973406458,32.79,33.0,0.575,347.85,-0.01
19454,1673973406624,32.79,33.0,0.585,347.884,0.0
19455,1673973406790,32.79,33.0,0.586,347.919,0.0
19456,1673973406957,32.8,33.0,0.586,347.953,0.0
19457,1673973407123,32.79,33.0,0.578,347.986,0.0
19458,1673973407288,32.8,33.0,0.568,348.021,-0.01
19459,1673973407455,32.81,33.0,0.578,348.054,0.0
19460,1673973407621,32.81,33.0,0.57,348.086,0.0
19461,1673973407787,32.81,33.0,0.57,348.117,0.0
19462,1673973407952,32.8,33.0,0.57,348.148,0.0
19463,1673973408120,32.82,33.0,0.542,348.182,-0.02
19464,1673973408285,32.82,33.0,0.562,348.211,0.0
19465,1673973408450,32.82,33.0,0.562,348.241,0.0
19466,1673973408617,32.83,33.0,0.562,348.27,0.0
19467,1673973408782,32.83,33.0,0.554,348.298,0.0
19468,1673973408948,32.84,33.0,0.536,348.327,-0.01
19469,1673973409114,32.83,33.0,0.546,348.353,0.0
19470,1673973409281,32.84,33.0,0.554,348.381,0.0
19471,1673973409447,32.84,33.0,0.546,348.408,0.0
19472,1673973409612,32.83,33.0,0.546,348.434,0.0
19473,1673973409778,32.84,33.0,0.536,348.463,-0.01
19474,1673973409945,32.85,33.0,0.546,348.489,0.0
19475,1673973410110,32.85,33.0,0.538,348.514,0.0
19476,1673973410276,32.85,33.0,0.538,348.539,0.0
19477,1673973410443,32.85,33.0,0.538,348.565,0.0
19478,1673973410609,32.87,33.0,0.502,348.59,-0.02
19479,1673973410774,32.86,33.0,0.522,348.611,0.0
19480,1673973410940,32.86,33.0,0.53,348.635,0.0
19481,1673973411107,32.86,33.0,0.53,348.658,0.0
19482,1673973411272,32.86,33.0,0.53,348.681,0.0
19483,1673973411438,32.87,33.0,0.512,348.705,-0.01
19484,1673973411604,32.86,33.0,0.522,348.726,0.0
19485,1673973411771,32.88,33.0,0.53,348.749,0.0
19486,1673973411937,32.88,33.0,0.515,348.769,0.0
19487,1673973412102,32.87,33.0,0.515,348.789,0.0
19488,1673973412268,32.87,33.0,0.523,348.811,0.0
19489,1673973412434,32.88,33.0,0.523,348.832,0.0
19490,1673973412601,32.88,33.0,0.515,348.852,0.0
19491,1673973412766,32.88,33.0,0.515,348.873,0.0
19492,1673973412932,32.88,33.0,0.515,348.893,0.0
19493,1673973413098,32.89,33.0,0.497,348.913,-0.01
19494,1673973413264,32.89,33.0,0.507,348.932,0.0
19495,1673973413431,32.89,33.0,0.507,348.95,0.0
19496,1673973413596,32.89,33.0,0.507,348.968,0.0
19497,1673973413762,32.9,33.0,0.507,348.986,0.0
19498,1673973413929,32.9,33.0,0.499,349.003,0.0
19499,1673973414095,32.9,33.0,0.499,349.019,0.0
19500,1673973414261,32.91,33.0,0.499,349.035,0.0
19501,1673973414426,32.91,33.0,0.491,349.05,0.0
19502,1673973414592,32.91,33.0,0.491,349.065,0.0
19503,1673973414758,32.92,33.0,0.473,349.08,-0.01
19504,1673973414925,32.91,33.0,0.483,349.094,0.0
19505,1673973415090,32.91,33.0,0.491,349.109,0.0
19506,1673973415257,32.9,33.0,0.491,349.124,0.0
19507,1673973415422,32.91,33.0,0.499,349.14,0.0
19508,1673973415589,32.92,33.0,0.473,349.155,-0.01
19509,1673973415754,32.91,33.0,0.483,349.168,0.0
19510,1673973415921,32.92,33.0,0.491,349.184,0.0
19511,1673973416086,32.92,33.0,0.483,349.197,0.0
19512,1673973416252,32.93,33.0,0.483,349.21,0.0
19513,1673973416420,32.93,33.0,0.475,349.221,0.0
19514,1673973416584,32.92,33.0,0.475,349.232,0.0
19515,1673973416750,32.92,33.0,0.483,349.245,0.0
19516,1673973416916,32.93,33.0,0.483,349.258,0.0
19517,1673973417082,32.93,33.0,0.475,349.27,0.0
19518,1673973417248,32.94,33.0,0.457,349.281,-0.01
19519,1673973417415,32.94,33.0,0.467,349.291,0.0
19520,1673973417580,32.93,33.0,0.467,349.301,0.0
19521,1673973417746,32.94,33.0,0.475,349.312,0.0
19522,1673973417912,32.95,33.0,0.467,349.322,0.0
19523,1673973418078,32.95,33.0,0.459,349.331,0.0
19524,1673973418244,32.95,33.0,0.459,349.339,0.0
19525,1673973418410,32.95,33.0,0.459,349.347,0.0
19526,1673973418577,32.94,33.0,0.459,349.355,0.0
19527,1673973418742,32.94,33.0,0.467,349.365,0.0
19528,1673973418908,32.94,33.0,0.467,349.375,0.0
19529,1673973419074,32.95,33.0,0.467,349.385,0.0
19530,1673973419240,32.95,33.0,0.459,349.393,0.0
19531,1673973419406,32.94,33.0,0.459,349.401,0.0
19532,1673973419572,32.94,33.0,0.467,349.411,0.0
19533,1673973419738,32.93,33.0,0.485,349.422,0.01
19534,1673973419904,32.9,33.0,0.475,349.433,0.0
19535,1673973420070,32.88,33.0,0.499,349.449,0.0
19536,1673973420236,32.86,33.0,0.515,349.469,0.0
19537,1673973420403,32.83,33.0,0.531,349.492,0.0
19538,1673973420569,32.82,33.0,0.573,349.521,0.01
19539,1673973420735,32.79,33.0,0.563,349.551,0.0
19540,1673973420900,32.77,33.0,0.588,349.585,0.0
19541,1673973421066,32.73,33.0,0.604,349.623,0.0
19542,1673973421232,32.71,33.0,0.636,349.667,0.0
19543,1673973421398,32.68,33.0,0.706,349.717,0.03
19544,1673973421564,32.66,33.0,0.676,349.77,0.0
19545,1673973421730,32.65,33.0,0.692,349.826,0.0
19546,1673973421896,32.63,33.0,0.7,349.883,0.0
19547,1673973422063,32.6,33.0,0.716,349.945,0.0
19548,1673973422229,32.58,33.0,0.776,350.013,0.02
19549,1673973422394,32.57,33.0,0.756,350.083,0.0
19550,1673973422560,32.54,33.0,0.764,350.153,0.0
19551,1673973422726,32.51,33.0,0.788,350.229,0.0
19552,1673973422892,32.5,33.0,0.812,350.31,0.0
19553,1673973423059,32.48,33.0,0.856,350.395,0.02
19554,1673973423225,32.46,33.0,0.837,350.48,0.0
19555,1673973423390,32.44,33.0,0.853,350.569,0.0
19556,1673973423556,32.4,33.0,0.869,350.662,0.0
19557,1673973423724,32.38,33.0,0.901,350.76,0.0
19558,1673973423889,32.36,33.0,0.953,350.866,0.02
19559,1673973424055,32.34,33.0,0.933,350.972,0.0
19560,1673973424220,32.31,33.0,0.949,351.081,0.0
19561,1673973424386,32.29,33.0,0.973,351.195,0.0
19562,1673973424553,32.27,33.0,0.99,351.311,0.0
19563,1673973424718,32.23,33.0,1.0,351.436,0.04
19564,1673973424884,32.22,33.0,1.0,351.563,0.0
19565,1673973425050,32.2,33.0,1.0,351.692,0.0
19566,1673973425216,32.18,33.0,1.0,351.824,0.0
19567,1673973425382,32.15,33.0,1.0,351.959,0.0
19568,1673973425548,32.13,33.0,1.0,352.103,0.02
19569,1673973425714,32.11,33.0,1.0,352.247,0.0
19570,1673973425881,32.09,33.0,1.0,352.394,0.0
19571,1673973426047,32.06,33.0,1.0,352.544,0.0
19572,1673973426212,32.04,33.0,1.0,352.699,0.0
19573,1673973426378,32.02,33.0,1.0,352.862,0.02
19574,1673973426544,32.0,33.0,1.0,353.024,0.0
19575,1673973426710,31.98,33.0,1.0,353.19,0.0
19576,1673973426876,31.97,33.0,1.0,353.358,0.0
19577,1673973427042,31.95,33.0,1.0,353.528,0.0
19578,1673973427208,31.91,33.0,1.0,353.707,0.04
19579,1673973427375,31.91,33.0,1.0,353.887,0.0
19580,1673973427541,31.88,33.0,1.0,354.067,0.0
19581,1673973427706,31.86,33.0,1.0,354.253,0.0
19582,1673973427873,31.84,33.0,1.0,354.441,0.0
19583,1673973428038,31.82,33.0,1.0,354.638,0.02
19584,1673973428204,31.79,33.0,1.0,354.832,0.0
19585,1673973428370,31.78,33.0,1.0,355.032,0.0
19586,1673973428536,31.76,33.0,1.0,355.233,0.0
19587,1673973428703,31.74,33.0,1.0,355.438,0.0
19588,1673973428868,31.73,33.0,1.0,355.651,0.01
19589,1673973429035,31.73,33.0,1.0,355.861,0.0
19590,1673973429200,31.73,33.0,1.0,356.07,0.0
19591,1673973429366,31.73,33.0,1.0,356.28,0.0
19592,1673973429533,31.73,33.0,1.0,356.489,0.0
19593,1673973429698,31.73,33.0,1.0,356.705,0.0
19594,1673973429864,31.74,33.0,1.0,356.915,0.0
19595,1673973430030,31.72,33.0,1.0,357.122,0.0
19596,1673973430196,31.73,33.0,1.0,357.334,0.0
19597,1673973430363,31.73,33.0,1.0,357.543,0.0
19598,1673973430528,31.73,33.0,1.0,357.759,0.0
19599,1673973430695,31.73,33.0,1.0,357.968,0.0
19600,1673973430860,31.74,33.0,1.0,358.178,0.0
19601,1673973431028,31.74,33.0,1.0,358.385,0.0
19602,1673973431192,31.74,33.0,1.0,358.593,0.0
19603,1673973431358,31.74,33.0,1.0,358.807,0.0
19604,1673973431525,31.74,33.0,1.0,359.014,0.0
19605,1673973431691,31.74,33.0,1.0,359.221,0.0
19606,1673973431856,31.74,33.0,1.0,359.429,0.0
19607,1673973432022,31.76,33.0,1.0,359.636,0.0
19608,1673973432189,31.74,33.0,1.0,359.847,0.02
19609,1673973432355,31.75,33.0,1.0,360.055,0.0
19610,1673973432520,31.76,33.0,1.0,360.261,0.0
19611,1673973432686,31.76,33.0,1.0,360.465,0.0
19612,1673973432852,31.75,33.0,1.0,360.67,0.0
19613,1673973433018,31.75,33.0,1.0,360.883,0.0
19614,1673973433184,31.76,33.0,1.0,361.089,0.0
19615,1673973433351,31.76,33.0,1.0,361.293,0.0
19616,1673973433517,31.77,33.0,1.0,361.498,0.0
19617,1673973433682,31.77,33.0,1.0,361.701,0.0
19618,1673973433848,31.78,33.0,1.0,361.911,-0.01
19619,1673973434014,31.79,33.0,1.0,362.112,0.0
19620,1673973434181,31.78,33.0,1.0,362.312,0.0
19621,1673973434346,31.79,33.0,1.0,362.513,0.0
19622,1673973434512,31.78,33.0,1.0,362.712,0.0
19623,1673973434679,31.8,33.0,1.0,362.92,-0.02
19624,1673973434844,31.81,33.0,1.0,363.118,0.0
19625,1673973435010,31.8,33.0,1.0,363.315,0.0
19626,1673973435176,31.81,33.0,1.0,363.513,0.0
19627,1673973435343,31.8,33.0,1.0,363.709,0.0
19628,1673973435509,31.82,33.0,1.0,363.914,-0.02
19629,1673973435674,31.81,33.0,1.0,364.108,0.0
19630,1673973435840,31.83,33.0,1.0,364.305,0.0
19631,1673973436006,31.83,33.0,1.0,364.498,0.0
19632,1673973436172,31.83,33.0,1.0,364.691,0.0
19633,1673973436338,31.84,33.0,1.0,364.89,-0.01
19634,1673973436504,31.84,33.0,1.0,365.082,0.0
19635,1673973436671,31.85,33.0,1.0,365.273,0.0
19636,1673973436836,31.86,33.0,1.0,365.462,0.0
19637,1673973437003,31.86,33.0,1.0,365.651,0.0
19638,1673973437169,31.86,33.0,1.0,365.845,0.0
19639,1673973437335,31.87,33.0,1.0,366.033,0.0
19640,1673973437500,31.86,33.0,1.0,366.219,0.0
19641,1673973437666,31.88,33.0,1.0,366.408,0.0
19642,1673973437833,31.89,33.0,1.0,366.593,0.0
19643,1673973437998,31.88,33.0,1.0,366.782,0.01
19644,1673973438165,31.9,33.0,1.0,366.967,0.0
19645,1673973438331,31.9,33.0,1.0,367.148,0.0
19646,1673973438496,31.9,33.0,1.0,367.33,0.0
19647,1673973438663,31.91,33.0,1.0,367.511,0.0
19648,1673973438830,31.91,33.0,1.0,367.697,0.0
19649,1673973438994,31.91,33.0,1.0,367.877,0.0
19650,1673973439160,31.92,33.0,1.0,368.057,0.0
19651,1673973439326,31.93,33.0,1.0,368.236,0.0
19652,1673973439493,31.94,33.0,1.0,368.412,0.0
19653,1673973439658,31.95,33.0,1.0,368.592,-0.01
19654,1673973439824,31.94,33.0,1.0,368.766,0.0
19655,1673973439990,31.95,33.0,1.0,368.941,0.0
19656,1673973440156,31.97,33.0,1.0,369.114,0.0
19657,1673973440323,31.96,33.0,1.0,369.284,0.0
19658,1673973440488,31.97,33.0,1.0,369.461,-0.01
19659,1673973440654,31.98,33.0,1.0,369.631,0.0
19660,1673973440820,31.97,33.0,1.0,369.799,0.0
19661,1673973440986,31.99,33.0,1.0,369.969,0.0
19662,1673973441153,31.99,33.0,1.0,370.135,0.0
19663,1673973441318,32.0,33.0,1.0,370.306,-0.01
19664,1673973441485,32.01,33.0,1.0,370.472,0.0
19665,1673973441650,32.01,33.0,1.0,370.635,0.0
19666,1673973441817,32.02,33.0,1.0,370.798,0.0
19667,1673973441983,32.01,33.0,1.0,370.96,0.0
19668,1673973442149,32.03,33.0,1.0,371.128,-0.02
19669,1673973442314,32.02,33.0,1.0,371.288,0.0
19670,1673973442480,32.04,33.0,1.0,371.45,0.0
19671,1673973442646,32.04,33.0,1.0,371.608,0.0
19672,1673973442813,32.04,33.0,1.0,371.767,0.0
19673,1673973442978,32.05,33.0,1.0,371.929,-0.01
19674,1673973443145,32.06,33.0,1.0,372.086,0.0
19675,1673973443310,32.07,33.0,1.0,372.242,0.0
19676,1673973443477,32.07,33.0,1.0,372.395,0.0
19677,1673973443642,32.07,33.0,1.0,372.548,0.0
19678,1673973443809,32.08,33.0,1.0,372.705,-0.01
19679,1673973443975,32.08,33.0,1.0,372.857,0.0
19680,1673973444140,32.09,33.0,1.0,373.01,0.0
19681,1673973444306,32.09,33.0,1.0,373.16,0.0
19682,1673973444473,32.09,33.0,1.0,373.31,0.0
19683,1673973444638,32.11,33.0,1.0,373.464,-0.02
19684,1673973444804,32.11,33.0,1.0,373.611,0.0
19685,1673973444970,32.12,33.0,1.0,373.758,0.0
19686,1673973445136,32.12,33.0,1.0,373.903,0.0
19687,1673973445302,32.13,33.0,1.0,374.048,0.0
19688,1673973445469,32.14,33.0,1.0,374.197,-0.01
19689,1673973445634,32.13,33.0,1.0,374.339,0.0
19690,1673973445800,32.15,33.0,1.0,374.483,0.0
19691,1673973445967,32.15,33.0,1.0,374.623,0.0
19692,1673973446134,32.16,33.0,1.0,374.763,0.0
19693,1673973446299,32.15,33.0,1.0,374.906,0.01
19694,1673973446464,32.18,33.0,1.0,375.046,0.0
19695,1673973446630,32.17,33.0,1.0,375.181,0.0
19696,1673973446796,32.18,33.0,1.0,375.318,0.0
19697,1673973446962,32.18,33.0,1.0,375.453,0.0
19698,1673973447128,32.2,33.0,1.0,375.592,-0.02
19699,1673973447295,32.2,33.0,1.0,375.724,0.0
19700,1673973447461,32.21,33.0,1.0,375.855,0.0
19701,1673973447626,32.21,33.0,1.0,375.985,0.0
19702,1673973447792,32.21,33.0,1.0,376.115,0.0
19703,1673973447959,32.22,33.0,1.0,376.249,-0.01
19704,1673973448124,32.23,33.0,1.0,376.378,0.0
19705,1673973448290,32.24,33.0,1.0,376.505,0.0
19706,1673973448456,32.25,33.0,1.0,376.631,0.0
19707,1673973448622,32.24,33.0,1.0,376.755,0.0
19708,1673973448788,32.25,33.0,1.0,376.884,-0.01
19709,1673973448955,32.25,33.0,1.0,377.008,0.0
19710,1673973449121,32.26,33.0,1.0,377.132,0.0
19711,1673973449286,32.28,33.0,1.0,377.254,0.0
19712,1673973449453,32.28,33.0,1.0,377.373,0.0
19713,1673973449619,32.27,33.0,1.0,377.495,0.01
19714,1673973449784,32.28,33.0,1.0,377.616,0.0
19715,1673973449951,32.3,33.0,1.0,377.735,0.0
19716,1673973450117,32.3,33.0,1.0,377.851,0.0
19717,1673973450282,32.3,33.0,1.0,377.967,0.0
19718,1673973450448,32.32,33.0,0.978,378.086,-0.02
19719,1673973450614,32.31,33.0,0.998,378.198,0.0
19720,1673973450780,32.32,33.0,1.0,378.311,0.0
19721,1673973450947,32.33,33.0,0.998,378.423,0.0
19722,1673973451112,32.33,33.0,0.99,378.534,0.0
19723,1673973451279,32.34,33.0,0.972,378.648,-0.01
19724,1673973451444,32.35,33.0,0.983,378.757,0.0
19725,1673973451611,32.35,33.0,0.975,378.863,0.0
19726,1673973451776,32.35,33.0,0.975,378.97,0.0
19727,1673973451942,32.35,33.0,0.975,379.077,0.0
19728,1673973452109,32.37,33.0,0.939,379.187,-0.02
19729,1673973452274,32.37,33.0,0.959,379.291,0.0
19730,1673973452441,32.37,33.0,0.959,379.394,0.0
19731,1673973452606,32.37,33.0,0.959,379.498,0.0
19732,1673973452772,32.39,33.0,0.96,379.602,0.0
19733,1673973452938,32.39,33.0,0.944,379.706,0.0
19734,1673973453104,32.4,33.0,0.944,379.806,0.0
19735,1673973453271,32.41,33.0,0.936,379.905,0.0
19736,1673973453436,32.4,33.0,0.928,380.003,0.0
19737,1673973453603,32.42,33.0,0.936,380.101,0.0
19738,1673973453769,32.42,33.0,0.92,380.2,0.0
19739,1673973453936,32.43,33.0,0.92,380.296,0.0
19740,1673973454101,32.44,33.0,0.912,380.389,0.0
19741,1673973454266,32.43,33.0,0.905,380.482,0.0
19742,1673973454432,32.45,33.0,0.913,380.576,0.0
19743,1673973454598,32.45,33.0,0.897,380.669,0.0
19744,1673973454764,32.45,33.0,0.897,380.76,0.0
19745,1673973454931,32.46,33.0,0.897,380.85,0.0
19746,1673973455096,32.45,33.0,0.889,380.939,0.0
19747,1673973455262,32.48,33.0,0.897,381.029,0.0
19748,1673973455428,32.48,33.0,0.873,381.118,0.0
19749,1673973455594,32.48,33.0,0.873,381.203,0.0
19750,1673973455761,32.48,33.0,0.874,381.289,0.0
19751,1673973455926,32.49,33.0,0.874,381.374,0.0
19752,1673973456092,32.49,33.0,0.866,381.459,0.0
19753,1673973456259,32.5,33.0,0.848,381.546,-0.01
19754,1673973456424,32.5,33.0,0.858,381.629,0.0
19755,1673973456591,32.51,33.0,0.858,381.711,0.0
19756,1673973456756,32.51,33.0,0.85,381.792,0.0
19757,1673973456923,32.52,33.0,0.85,381.872,0.0
19758,1673973457088,32.52,33.0,0.842,381.954,0.0
19759,1673973457254,32.52,33.0,0.842,382.034,0.0
19760,1673973457420,32.54,33.0,0.843,382.114,0.0
19761,1673973457586,32.54,33.0,0.827,382.189,0.0
19762,1673973457753,32.56,33.0,0.827,382.265,0.0
19763,1673973457918,32.56,33.0,0.811,382.339,0.0
19764,1673973458084,32.56,33.0,0.811,382.412,0.0
19765,1673973458250,32.57,33.0,0.811,382.484,0.0
19766,1673973458416,32.57,33.0,0.803,382.555,0.0
19767,1673973458583,32.58,33.0,0.803,382.625,0.0
19768,1673973458748,32.58,33.0,0.795,382.697,0.0
19769,1673973458914,32.58,33.0,0.795,382.766,0.0
19770,1673973459081,32.59,33.0,0.795,382.836,0.0
19771,1673973459247,32.6,33.0,0.787,382.903,0.0
19772,1673973459413,32.6,33.0,0.78,382.97,0.0
19773,1673973459578,32.6,33.0,0.78,383.038,0.0
19774,1673973459745,32.61,33.0,0.78,383.105,0.0
19775,1673973459911,32.62,33.0,0.772,383.169,0.0
19776,1673973460076,32.62,33.0,0.764,383.232,0.0
19777,1673973460243,32.62,33.0,0.764,383.294,0.0
19778,1673973460408,32.61,33.0,0.782,383.358,0.01
19779,1673973460574,32.63,33.0,0.772,383.423,0.0
19780,1673973460741,32.63,33.0,0.756,383.484,0.0
19781,1673973460906,32.64,33.0,0.756,383.546,0.0
19782,1673973461073,32.65,33.0,0.748,383.605,0.0
19783,1673973461239,32.64,33.0,0.758,383.664,0.01
19784,1673973461404,32.64,33.0,0.748,383.724,0.0
19785,1673973461570,32.65,33.0,0.749,383.783,0.0
19786,1673973461738,32.66,33.0,0.741,383.841,0.0
19787,1673973461903,32.66,33.0,0.733,383.897,0.0
19788,1673973462068,32.66,33.0,0.733,383.955,0.0
19789,1673973462235,32.68,33.0,0.733,384.012,0.0
19790,1673973462400,32.67,33.0,0.717,384.064,0.0
19791,1673973462566,32.69,33.0,0.725,384.118,0.0
19792,1673973462733,32.68,33.0,0.709,384.17,0.0
19793,1673973462898,32.69,33.0,0.699,384.224,-0.01
19794,1673973463064,32.69,33.0,0.709,384.275,0.0
19795,1673973463231,32.7,33.0,0.709,384.326,0.0
19796,1673973463396,32.71,33.0,0.701,384.376,0.0
19797,1673973463563,32.71,33.0,0.693,384.424,0.0
19798,1673973463728,32.71,33.0,0.693,384.474,0.0
19799,1673973463895,32.71,33.0,0.693,384.522,0.0
19800,1673973464060,32.72,33.0,0.693,384.57,0.0
19801,1673973464226,32.71,33.0,0.686,384.617,0.0
19802,1673973464393,32.73,33.0,0.694,384.665,0.0
19803,1673973464558,32.72,33.0,0.696,384.711,0.01
19804,1673973464724,32.73,33.0,0.686,384.757,0.0
19805,1673973464891,32.75,33.0,0.678,384.802,0.0
19806,1673973465057,32.74,33.0,0.662,384.843,0.0
19807,1673973465222,32.74,33.0,0.67,384.886,0.0
19808,1673973465390,32.76,33.0,0.634,384.931,-0.02
19809,1673973465554,32.76,33.0,0.654,384.97,0.0
19810,1673973465720,32.76,33.0,0.654,385.009,0.0
19811,1673973465886,32.75,33.0,0.654,385.048,0.0
19812,1673973466052,32.77,33.0,0.662,385.09,0.0
19813,1673973466220,32.78,33.0,0.628,385.129,-0.01
19814,1673973466385,32.78,33.0,0.638,385.165,0.0
19815,1673973466550,32.77,33.0,0.638,385.202,0.0
19816,1673973466717,32.78,33.0,0.646,385.24,0.0
19817,1673973466883,32.8,33.0,0.638,385.276,0.0
19818,1673973467050,32.79,33.0,0.64,385.31,0.01
19819,1673973467215,32.8,33.0,0.63,385.345,0.0
19820,1673973467380,32.8,33.0,0.622,385.378,0.0
19821,1673973467546,32.81,33.0,0.622,385.411,0.0
19822,1673973467712,32.81,33.0,0.615,385.442,0.0
19823,1673973467878,32.81,33.0,0.615,385.474,0.0
19824,1673973468044,32.81,33.0,0.615,385.506,0.0
19825,1673973468210,32.81,33.0,0.615,385.537,0.0
19826,1673973468377,32.82,33.0,0.615,385.568,0.0
19827,1673973468542,32.83,33.0,0.607,385.597,0.0
19828,1673973468708,32.83,33.0,0.599,385.626,0.0
19829,1673973468875,32.83,33.0,0.599,385.655,0.0
19830,1673973469042,32.83,33.0,0.599,385.683,0.0
19831,1673973469207,32.84,33.0,0.599,385.711,0.0
19832,1673973469373,32.84,33.0,0.591,385.737,0.0
19833,1673973469538,32.84,33.0,0.591,385.764,0.0
19834,1673973469705,32.85,33.0,0.591,385.79,0.0
19835,1673973469872,32.86,33.0,0.583,385.816,0.0
19836,1673973470036,32.85,33.0,0.575,385.839,0.0
19837,1673973470202,32.86,33.0,0.583,385.864,0.0
19838,1673973470370,32.86,33.0,0.575,385.888,0.0
19839,1673973470534,32.86,33.0,0.575,385.911,0.0
19840,1673973470701,32.88,33.0,0.575,385.934,0.0
19841,1673973470867,32.87,33.0,0.559,385.954,0.0
19842,1673973471034,32.87,33.0,0.567,385.975,0.0
19843,1673973471199,32.87,33.0,0.567,385.997,0.0
19844,1673973471365,32.87,33.0,0.567,386.018,0.0
19845,1673973471531,32.89,33.0,0.567,386.039,0.0
19846,1673973471697,32.89,33.0,0.551,386.058,0.0
19847,1673973471863,32.88,33.0,0.551,386.076,0.0
19848,1673973472029,32.89,33.0,0.541,386.096,-0.01
19849,1673973472196,32.89,33.0,0.551,386.115,0.0
19850,1673973472361,32.9,33.0,0.551,386.133,0.0
19851,1673973472527,32.9,33.0,0.543,386.149,0.0
19852,1673973472695,32.89,33.0,0.543,386.165,0.0
19853,1673973472859,32.9,33.0,0.533,386.183,-0.01
19854,1673973473027,32.9,33.0,0.543,386.2,0.0
19855,1673973473193,32.9,33.0,0.543,386.216,0.0
19856,1673973473359,32.9,33.0,0.543,386.232,0.0
19857,1673973473525,32.91,33.0,0.525,386.248,-0.01
19858,1673973473690,32.91,33.0,0.536,386.263,0.0
19859,1673973473856,32.9,33.0,0.536,386.279,0.0
19860,1673973474022,32.92,33.0,0.544,386.295,0.0
19861,1673973474189,32.92,33.0,0.528,386.308,0.0
19862,1673973474354,32.92,33.0,0.528,386.321,0.0
19863,1673973474520,32.92,33.0,0.528,386.334,0.0
19864,1673973474687,32.93,33.0,0.528,386.347,0.0
19865,1673973474852,32.93,33.0,0.52,386.359,0.0
19866,1673973475019,32.93,33.0,0.52,386.37,0.0
19867,1673973475184,32.93,33.0,0.52,386.381,0.0
19868,1673973475350,32.93,33.0,0.52,386.392,0.0
19869,1673973475517,32.93,33.0,0.52,386.403,0.0
19870,1673973475682,32.94,33.0,0.52,386.414,0.0
19871,1673973475848,32.94,33.0,0.512,386.424,0.0
19872,1673973476015,32.95,33.0,0.494,386.435,-0.01
19873,1673973476180,32.94,33.0,0.504,386.443,0.0
19874,1673973476347,32.94,33.0,0.512,386.453,0.0
19875,1673973476512,32.96,33.0,0.512,386.463,0.0
19876,1673973476679,32.94,33.0,0.496,386.47,0.0
19877,1673973476845,32.95,33.0,0.494,386.48,-0.01
19878,1673973477010,32.94,33.0,0.504,386.488,0.0
19879,1673973477177,32.96,33.0,0.512,386.498,0.0
19880,1673973477342,32.96,33.0,0.496,386.505,0.0
19881,1673973477508,32.95,33.0,0.496,386.512,0.0
19882,1673973477674,32.96,33.0,0.486,386.521,-0.01
19883,1673973477840,32.96,33.0,0.496,386.528,0.0
19884,1673973478007,32.95,33.0,0.496,386.535,0.0
19885,1673973478172,32.96,33.0,0.504,386.543,0.0
19886,1673973478339,32.97,33.0,0.496,386.55,0.0
19887,1673973478504,32.96,33.0,0.506,386.555,0.01
19888,1673973478670,32.96,33.0,0.496,386.562,0.0
19889,1673973478837,32.97,33.0,0.496,386.569,0.0
19890,1673973479002,32.98,33.0,0.488,386.574,0.0
19891,1673973479169,32.97,33.0,0.48,386.577,0.0
19892,1673973479334,32.98,33.0,0.47,386.582,-0.01
19893,1673973479501,32.97,33.0,0.48,386.585,0.0
19894,1673973479666,32.98,33.0,0.488,386.591,0.0
